Variable,Measure,Country,Value
Professionally active midwives,Per 1 000 live births,Germany,33.42
Obstetricians and gynaecologists,Per 1 000 live births,Italy,29.01
Practising midwives,Per 1 000 live births,Italy,41.07
Professionally active midwives,Per 1 000 live births,Italy,42.67
Midwives licensed to practice,Per 1 000 live births,Italy,50.02
Obstetricians and gynaecologists,Per 1 000 live births,Netherlands,9.8
Practising midwives,Per 1 000 live births,Netherlands,24.27
Midwives licensed to practice,Per 1 000 live births,Netherlands,25.39
Obstetricians and gynaecologists,Per 1 000 live births,New Zealand,8.62
Practising midwives,Per 1 000 live births,New Zealand,46.93
Professionally active midwives,Per 1 000 live births,New Zealand,52.55
Midwives licensed to practice,Per 1 000 live births,New Zealand,54.09
Obstetricians and gynaecologists,Per 1 000 live births,Norway,12.09
Practising midwives,Per 1 000 live births,Norway,54.24
Professionally active midwives,Per 1 000 live births,Norway,60.24
Midwives licensed to practice,Per 1 000 live births,Norway,86.25
Midwives licensed to practice,Per 1 000 live births,Sweden,114.47
Obstetricians and gynaecologists,Per 1 000 live births,Switzerland,22.21
Practising midwives,Per 1 000 live births,Switzerland,33.41
Obstetricians and gynaecologists,Per 1 000 live births,United Kingdom,11.58
Practising midwives,Per 1 000 live births,United Kingdom,45.15
Midwives licensed to practice,Per 1 000 live births,United Kingdom,52.28
Obstetricians and gynaecologists,Per 1 000 live births,Israel,10.59
Professionally active midwives,Per 1 000 live births,Israel,12.18
Midwives licensed to practice,Per 1 000 live births,Israel,16.05
Physicians employed in hospitals,% of total hospital employment (head counts),Canada,5.74
Professional nurses and midwives employed in hospitals,% of total hospital employment (head counts),Canada,29.14
Associate nurses employed in hospitals,% of total hospital employment (head counts),Canada,7.93
Health care assistants employed in hospitals,% of total hospital employment (head counts),Canada,8.92
Other health service providers employed in hospitals,% of total hospital employment (head counts),Canada,14.39
Other staff employed in hospitals,% of total hospital employment (head counts),Canada,33.89
Physicians employed in hospitals,% of total hospital employment (head counts),France,13.42
Professional nurses and midwives employed in hospitals,% of total hospital employment (head counts),France,29.16
Associate nurses employed in hospitals,% of total hospital employment (head counts),France,0.0
Health care assistants employed in hospitals,% of total hospital employment (head counts),France,18.55
Other health service providers employed in hospitals,% of total hospital employment (head counts),France,5.23
Other staff employed in hospitals,% of total hospital employment (head counts),France,33.64
Physicians employed in hospitals,% of total hospital employment (head counts),Germany,14.49
Professional nurses and midwives employed in hospitals,% of total hospital employment (head counts),Germany,36.36
Associate nurses employed in hospitals,% of total hospital employment (head counts),Germany,4.22
Other health service providers employed in hospitals,% of total hospital employment (head counts),Germany,22.64
Other staff employed in hospitals,% of total hospital employment (head counts),Germany,22.22
Physicians employed in hospitals,% of total hospital employment (head counts),Italy,21.42
Professional nurses and midwives employed in hospitals,% of total hospital employment (head counts),Italy,41.82
Associate nurses employed in hospitals,% of total hospital employment (head counts),Italy,0.0
Other health service providers employed in hospitals,% of total hospital employment (head counts),Italy,11.64
Other staff employed in hospitals,% of total hospital employment (head counts),Italy,25.11
Physicians employed in hospitals,% of total hospital employment (head counts),Netherlands,9.07
Professional nurses and midwives employed in hospitals,% of total hospital employment (head counts),Netherlands,29.83
Health care assistants employed in hospitals,% of total hospital employment (head counts),Netherlands,7.08
Other health service providers employed in hospitals,% of total hospital employment (head counts),Netherlands,54.03
Physicians employed in hospitals,% of total hospital employment (head counts),Norway,12.32
Professional nurses and midwives employed in hospitals,% of total hospital employment (head counts),Norway,41.93
Health care assistants employed in hospitals,% of total hospital employment (head counts),Norway,8.33
Other health service providers employed in hospitals,% of total hospital employment (head counts),Norway,15.05
Other staff employed in hospitals,% of total hospital employment (head counts),Norway,22.37
Physicians employed in hospitals,% of total hospital employment (head counts),Switzerland,12.93
Professional nurses and midwives employed in hospitals,% of total hospital employment (head counts),Switzerland,29.32
Associate nurses employed in hospitals,% of total hospital employment (head counts),Switzerland,5.59
Health care assistants employed in hospitals,% of total hospital employment (head counts),Switzerland,6.47
Other health service providers employed in hospitals,% of total hospital employment (head counts),Switzerland,15.38
Other staff employed in hospitals,% of total hospital employment (head counts),Switzerland,30.31
Physicians employed in hospitals,% of total hospital employment (head counts),United Kingdom,9.36
Professional nurses and midwives employed in hospitals,% of total hospital employment (head counts),United Kingdom,27.35
Associate nurses employed in hospitals,% of total hospital employment (head counts),United Kingdom,5.44
Health care assistants employed in hospitals,% of total hospital employment (head counts),United Kingdom,6.22
Other health service providers employed in hospitals,% of total hospital employment (head counts),United Kingdom,33.4
Other staff employed in hospitals,% of total hospital employment (head counts),United Kingdom,18.22
Physicians employed in hospitals,% of total hospital employment (head counts),Israel,20.15
Professional nurses and midwives employed in hospitals,% of total hospital employment (head counts),Israel,28.94
Associate nurses employed in hospitals,% of total hospital employment (head counts),Israel,0.86
Health care assistants employed in hospitals,% of total hospital employment (head counts),Israel,1.71
Other health service providers employed in hospitals,% of total hospital employment (head counts),Israel,15.43
Other staff employed in hospitals,% of total hospital employment (head counts),Israel,32.9
Physicians employed in hospitals,% of total hospital employment (FTE),France,11.49
Professional nurses and midwives employed in hospitals,% of total hospital employment (FTE),France,30.26
Associate nurses employed in hospitals,% of total hospital employment (FTE),France,0.0
Health care assistants employed in hospitals,% of total hospital employment (FTE),France,19.25
Other health service providers employed in hospitals,% of total hospital employment (FTE),France,4.48
Other staff employed in hospitals,% of total hospital employment (FTE),France,34.53
Physicians employed in hospitals,% of total hospital employment (FTE),Germany,16.78
Professional nurses and midwives employed in hospitals,% of total hospital employment (FTE),Germany,37.37
Associate nurses employed in hospitals,% of total hospital employment (FTE),Germany,4.29
Other health service providers employed in hospitals,% of total hospital employment (FTE),Germany,18.49
Other staff employed in hospitals,% of total hospital employment (FTE),Germany,23.16
Physicians employed in hospitals,% of total hospital employment (FTE),Netherlands,10.9
Professional nurses and midwives employed in hospitals,% of total hospital employment (FTE),Netherlands,29.84
Health care assistants employed in hospitals,% of total hospital employment (FTE),Netherlands,6.46
Other health service providers employed in hospitals,% of total hospital employment (FTE),Netherlands,52.8
Physicians employed in hospitals,% of total hospital employment (FTE),Norway,13.94
Professional nurses and midwives employed in hospitals,% of total hospital employment (FTE),Norway,42.54
Health care assistants employed in hospitals,% of total hospital employment (FTE),Norway,7.66
Other health service providers employed in hospitals,% of total hospital employment (FTE),Norway,14.73
Other staff employed in hospitals,% of total hospital employment (FTE),Norway,21.13
